filename,page_number,num_words,total time,memoryporcent,memorytotal,word,frecuencia
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'VIGENTE',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Última',"",",57
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'reforma',"",",7
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'publicada',"",",3
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'DOF',"",",138
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Al',"",",2
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'margen',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'un',"",",79
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'sello',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'con',"",",213
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'el',"",",430
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Escudo',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Nacional',"",",27
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'que',"",",525
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'dice',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Estados',"",",23
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Unidos',"",",22
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'Presidencia',"",",1
LeyGeneralparalaPrevencionyGestionIntegraldelosResiduos.pdf,<Page:56>,24034,-0.007082564000484126,71.7,"2948657152,","(""'de',"",",2132
